,adresse,type_de_contrat,niveau_etude,localisation,type_de_cursus,salaire_moyen,salaire_min,salaire_max
435,,,,,,65500.0,4600,85000
436,Paris (75),CDI,bac + 3,Paris,,65500.0,4600,85000
437,Paris (75),CDI,,Paris,,65500.0,4600,85000
438,75010 Paris 10e,CDI,,Paris,,65500.0,4600,85000
439,,,,,,65500.0,4600,85000
440,,,,,,142730.0,85460,200000
441,75015 Paris 15e,CDI,,Paris,,65500.0,4600,85000
442,,,,,,65500.0,4600,85000
443,Paris (75),,,Paris,,65500.0,4600,85000
444,Vélizy-Villacoublay (78),CDI,ingénieur,Paris,,65500.0,4600,85000
445,92160 Antony,CDI,,Paris,,65500.0,4600,85000
446,Toulouse (31),,ingénieur,Toulouse,,36000.0,2600,46000
447,Toulouse (31),,bac + 2,Toulouse,,36000.0,2600,46000
448,Toulouse (31),,bac + 5,Toulouse,,36000.0,2600,46000
449,Toulouse (31),CDI,bac + 2,Toulouse,,36000.0,2600,46000
450,Toulouse (31),CDI,bac + 5,Toulouse,,36000.0,2600,46000
451,Toulouse (31),CDI,bac + 2,Toulouse,,36000.0,2600,46000
452,Toulouse (31),CDI,bac + 2,Toulouse,,36000.0,2600,46000
453,,,,,,36000.0,2600,46000
454,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
455,,,,,,36000.0,2600,46000
456,Paris (75),,,Paris,,65500.0,4600,85000
457,Paris (75),,,Paris,,65500.0,4600,85000
458,92100 Boulogne-Billancourt,CDI,ingénieur,Paris,,65500.0,4600,85000
459,Rueil-Malmaison (92),,,Paris,,65500.0,4600,85000
460,,,,,,36000.0,2600,46000
461,Paris (75),,ingénieur,Paris,,65500.0,4600,85000
462,Paris (75),CDI,bac + 5,Paris,,65500.0,4600,85000
463,Paris (75),,,Paris,,65500.0,4600,85000
464,Paris (75),,,Paris,,65500.0,4600,85000
465,Toulouse (31),,bac + 5,Toulouse,,36000.0,2600,46000
466,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
467,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
468,Toulouse (31),"Temps plein, Stage",ingénieur,Toulouse,,13000.0,0,26000
469,Toulouse (31),CDI,ingénieur,Toulouse,,36000.0,2600,46000
470,Toulouse (31),CDI,bac + 2,Toulouse,,36000.0,2600,46000
471,Toulouse (31),CDI,ingénieur,Toulouse,,36000.0,2600,46000
472,Toulouse (31),,ingénieur,Toulouse,,36000.0,2600,46000
473,Île-de-France,,,Paris,,65500.0,4600,85000
474,Toulouse (31),,ingénieur,Toulouse,,36000.0,2600,46000
475,,,,,,36000.0,2600,46000
476,Paris (75),,ingénieur,Paris,,65500.0,4600,85000
477,,,,,,65500.0,4600,85000
478,Toulouse (31),,,Toulouse,,36000.0,2600,46000
479,Paris (75),"Temps plein, Stage",ingénieur,Paris,,13000.0,0,26000
480,Paris (75),Stage,bac + 5,Paris,,36000.0,2600,46000
481,Paris (75),,ingénieur,Paris,,65500.0,4600,85000
482,,,,,,65500.0,4600,85000
483,93100 Montreuil,"Temps plein, CDI",,Paris,,65500.0,4600,85000
484,,,,,,65500.0,4600,85000
485,,,,,,65500.0,4600,85000
486,,,,,,36000.0,2600,46000
487,Paris (75),,,Paris,,65500.0,4600,85000
488,Paris (75),,,Paris,,65500.0,4600,85000
489,Labège (31),CDI,,Toulouse,,36000.0,2600,46000
490,Toulouse (31),"Temps plein, Stage",ingénieur,Toulouse,,13000.0,0,26000
491,Toulouse (31),CDI,ingénieur,Toulouse,,36000.0,2600,46000
492,Toulouse (31),,,Toulouse,,36000.0,2600,46000
493,Toulouse (31),Stage,ingénieur,Toulouse,,13000.0,0,26000
494,Toulouse (31),CDI,ingénieur,Toulouse,,36000.0,2600,46000
495,Blagnac (31),CDI,bac + 2,Toulouse,,36000.0,2600,46000
496,,,,,,36000.0,2600,46000
497,31000 Toulouse,CDI,,Toulouse,,36000.0,2600,46000
498,Paris (75),,,Paris,,65500.0,4600,85000
499,Île-de-France,,ingénieur,Paris,,65500.0,4600,85000
500,,,,,,36000.0,2600,46000
501,Toulouse (31),,,Toulouse,,36000.0,2600,46000
502,Toulouse (31),,,Toulouse,,36000.0,2600,46000
503,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
504,Toulouse (31),"Freelance / Indépendant, CDI",,Toulouse,,36000.0,2600,46000
505,Balma (31),CDI,,Toulouse,,36000.0,2600,46000
506,Balma (31),,,Toulouse,,36000.0,2600,46000
507,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
508,,,,,,36000.0,2600,46000
509,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
510,31300 Toulouse,CDI,bac + 5,Toulouse,,36000.0,2600,46000
511,Toulouse (31),,,Toulouse,,36000.0,2600,46000
512,,,,,,36000.0,2600,46000
513,Hauts-de-Seine,"Temps plein, Freelance / Indépendant",,Paris,,36000.0,2600,46000
514,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,142730.0,85460,200000
515,92000 Nanterre,CDI,,Paris,,65500.0,4600,85000
516,Paris (75),,bac + 2,Paris,autodidacte,36000.0,2600,46000
517,,,,,,36000.0,2600,46000
518,Romainville (93),,bac + 2,Paris,,13000.0,0,26000
519,Courbevoie (92),"Apprentissage, Contrat pro",bac + 4,Paris,,65500.0,4600,85000
520,Puteaux (92),CDI,bac + 2,Paris,,36000.0,2600,46000
521,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
522,Paris (75),Stage,ingénieur,Paris,,13000.0,0,26000
523,Toulouse (31),CDI,bac + 2,Toulouse,,36000.0,2600,46000
524,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
525,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
526,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
527,Balma (31),,,Toulouse,,36000.0,2600,46000
528,Toulouse (31),,bac + 5,Toulouse,,36000.0,2600,46000
529,,,,,,36000.0,2600,46000
530,Balma (31),,,Toulouse,,36000.0,2600,46000
531,Toulouse (31),,bac + 5,Toulouse,,36000.0,2600,46000
532,Occitanie,,bac + 2,Toulouse,,36000.0,2600,46000
533,Paris 16e (75),CDI,bac + 2,Paris,,36000.0,2600,46000
534,Paris (75),,,Paris,,65500.0,4600,85000
535,Levallois-Perret (92),CDI,,Paris,,36000.0,2600,46000
536,,,,,,65500.0,4600,85000
537,Paris (75),"Temps plein, Freelance / Indépendant",bac + 5,Paris,,142730.0,85460,200000
538,Vélizy-Villacoublay (78),CDI,bac + 2,Paris,,36000.0,2600,46000
539,Paris (75),CDI,,Paris,,36000.0,2600,46000
540,Paris (75),CDI,bac + 2,Paris,,36000.0,2600,46000
541,31000 Toulouse,,bac + 5,Toulouse,,36000.0,2600,46000
542,Sainte-Luce-sur-Loire (44),,,Nantes,,36000.0,2600,46000
543,,,,,,36000.0,2600,46000
544,Nantes (44),CDI,bac + 5,Nantes,,36000.0,2600,46000
545,Nantes (44),,bac + 2,Nantes,,36000.0,2600,46000
546,Loire-Atlantique,,bac + 5,Nantes,ingénieur informatique,36000.0,2600,46000
547,Thouaré-sur-Loire (44),CDI,,Nantes,,36000.0,2600,46000
548,,,,,,36000.0,2600,46000
549,Occitanie,Stage,,Toulouse,,13000.0,0,26000
550,69320 Feyzin,CDI,bac + 3,Lyon,,36000.0,2600,46000
551,Lyon (69),CDI,bac + 5,Lyon,,36000.0,2600,46000
552,Lyon (69),CDI,bac + 2,Lyon,,36000.0,2600,46000
553,Lyon (69),,,Lyon,,36000.0,2600,46000
554,Lyon (69),CDI,bac + 2,Lyon,,36000.0,2600,46000
555,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
556,Lyon 2e (69),CDI,,Lyon,,36000.0,2600,46000
557,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
558,Lyon (69),"Temps plein, Freelance / Indépendant",,Lyon,,65500.0,4600,85000
559,Toulouse (31),"Temps plein, CDI",ingénieur,Toulouse,,36000.0,2600,46000
560,Paris 2e (75),CDI,,Paris,,36000.0,2600,46000
561,Paris (75),CDI,ingénieur,Paris,,36000.0,2600,46000
562,Paris,CDI,ingénieur,Paris,,65500.0,4600,85000
563,,,,,,65500.0,4600,85000
564,44000 Nantes,,,Nantes,,36000.0,2600,46000
565,Saint-Herblain (44),CDI,,Nantes,,36000.0,2600,46000
566,Nantes (44),,bac + 2,Nantes,,36000.0,2600,46000
567,,,,,,36000.0,2600,46000
568,Occitanie,Stage,,Toulouse,,13000.0,0,26000
569,Lyon (69),CDI,bac + 2,Lyon,,36000.0,2600,46000
570,,,,,,36000.0,2600,46000
571,Lyon (69),,,Lyon,,36000.0,2600,46000
572,Genas (69),,bac + 2,Lyon,,36000.0,2600,46000
573,Feyzin (69),,bac + 3,Lyon,,36000.0,2600,46000
574,Lyon (69),CDI,ingénieur,Lyon,,65500.0,4600,85000
575,,,,,,65500.0,4600,85000
576,Lyon (69),CDI,bac + 2,Lyon,,36000.0,2600,46000
577,Lyon (69),CDI,bac + 3,Lyon,,36000.0,2600,46000
578,,,,,,36000.0,2600,46000
579,,,,,,65500.0,4600,85000
580,Paris (75),CDI,ingénieur,Paris,grande école,36000.0,2600,46000
581,Paris (75),CDI,ingénieur,Paris,,36000.0,2600,46000
582,75001 Paris 1er,CDI,,Paris,,65500.0,4600,85000
583,Paris (75),,bac + 5,Paris,,65500.0,4600,85000
584,Paris (75),CDI,bac + 4,Paris,,36000.0,2600,46000
585,Courbevoie (92),CDI,,Paris,,36000.0,2600,46000
586,Boulogne-Billancourt (92),,bac + 5,Paris,,36000.0,2600,46000
587,Montrouge (92),,,Paris,,65500.0,4600,85000
588,31200 Toulouse,,bac + 3,Toulouse,,36000.0,2600,46000
589,,,,,,36000.0,2600,46000
590,Blagnac (31),CDI,bac + 2,Toulouse,,36000.0,2600,46000
591,Toulouse (31),Stage,ingénieur,Toulouse,,13000.0,0,26000
592,Toulouse (31),"Temps plein, CDI",,Toulouse,,36000.0,2600,46000
593,Toulouse (31),Stage,bac + 2,Toulouse,,13000.0,0,26000
594,,,,,,36000.0,2600,46000
595,Toulouse (31),"Temps plein, CDI",bac + 2,Toulouse,,36000.0,2600,46000
596,31000 Toulouse,CDI,,Toulouse,,36000.0,2600,46000
597,Toulouse (31),CDI,bac + 2,Toulouse,,36000.0,2600,46000
598,Paris (75),"Temps plein, CDI",,Paris,,36000.0,2600,46000
599,Le Kremlin-Bicêtre (94),,,Paris,,65500.0,4600,85000
600,,,,,,36000.0,2600,46000
601,Paris (75),,,Paris,,65500.0,4600,85000
602,Charenton-le-Pont (94),CDI,bac + 5,Paris,,36000.0,2600,46000
603,Chatou (78),,bac + 3,Paris,,65500.0,4600,85000
604,Saint-Cloud (92),CDI,ingénieur,Paris,,65500.0,4600,85000
605,Levallois-Perret (92),CDI,,Paris,,36000.0,2600,46000
606,Gentilly (94),,,Paris,,36000.0,2600,46000
607,Toulouse (31),,bac + 5,Toulouse,,36000.0,2600,46000
608,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
609,Toulouse (31),CDI,ingénieur,Toulouse,,36000.0,2600,46000
610,Toulouse (31),CDI,bac + 5,Toulouse,,36000.0,2600,46000
611,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
612,Haute-Garonne,,bac + 5,Toulouse,,36000.0,2600,46000
613,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
614,Occitanie,,ingénieur,Toulouse,,65500.0,4600,85000
615,31000 Toulouse,CDI,bac + 5,Toulouse,,36000.0,2600,46000
616,Toulouse (31),"Temps plein, CDI",,Toulouse,,36000.0,2600,46000
617,Toulouse (31),"Temps plein, Apprentissage, Contrat pro",bac + 3,Toulouse,,36000.0,2600,46000
618,Montrabé (31),CDI,bac + 3,Toulouse,,36000.0,2600,46000
619,Toulouse (31),CDI,ingénieur,Toulouse,,36000.0,2600,46000
620,France,CDI,ingénieur,Toulouse,,65500.0,4600,85000
621,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
622,Toulouse (31),,bac + 4,Toulouse,,36000.0,2600,46000
623,Toulouse (31),CDI,bac + 5,Toulouse,,65500.0,4600,85000
624,,,,,,36000.0,2600,46000
625,Toulouse (31),,,Toulouse,,36000.0,2600,46000
626,Toulouse (31),CDI,ingénieur,Toulouse,,36000.0,2600,46000
627,,,,,,36000.0,2600,46000
628,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
629,31500 Toulouse,,bac + 5,Toulouse,,65500.0,4600,85000
630,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
631,Lyon 7e (69),,bac + 5,Lyon,,36000.0,2600,46000
632,Lyon (69),,,Lyon,,36000.0,2600,46000
633,Dardilly (69),CDD,bac + 3,Lyon,,13000.0,0,26000
634,Lyon (69),"Temps plein, Freelance / Indépendant",bac + 2,Lyon,,36000.0,2600,46000
635,,,,,,36000.0,2600,46000
636,Villeurbanne (69),"Temps plein, CDI",bac + 3,Lyon,,36000.0,2600,46000
637,,,,,,36000.0,2600,46000
638,,,,,,36000.0,2600,46000
639,Lyon (69),,bac + 3,Lyon,,36000.0,2600,46000
640,,,,,,36000.0,2600,46000
641,,,,,,36000.0,2600,46000
642,Paris (75),,bac + 2,Paris,,65500.0,4600,85000
643,,,,,,65500.0,4600,85000
644,Paris (75),,,Paris,,65500.0,4600,85000
645,Paris (75),CDI,bac + 5,Paris,,65500.0,4600,85000
646,Issy-les-Moulineaux (92),CDI,bac + 3,Paris,,65500.0,4600,85000
647,Paris (75),CDI,bac + 4,Paris,,65500.0,4600,85000
648,Boulogne-Billancourt (92),Stage,bac + 5,Paris,,36000.0,2600,46000
649,Paris 3e (75),CDI,bac + 5,Paris,,65500.0,4600,85000
650,Paris 15e (75),CDI,bac + 5,Paris,,65500.0,4600,85000
651,Paris (75),,,Paris,,65500.0,4600,85000
652,78140 Vélizy-Villacoublay,,,Paris,,36000.0,2600,46000
653,Issy-les-Moulineaux (92),,,Paris,,36000.0,2600,46000
654,75009 Paris 9e,,,Paris,,65500.0,4600,85000
655,Lyon (69),CDI,bac + 2,Lyon,,36000.0,2600,46000
656,,,,,,36000.0,2600,46000
657,,,,,,36000.0,2600,46000
658,,,,,,36000.0,2600,46000
659,Rillieux-la-Pape (69),CDI,bac + 2,Lyon,,36000.0,2600,46000
660,,,,,,36000.0,2600,46000
661,Lyon (69),,,Lyon,,36000.0,2600,46000
662,,,,,,36000.0,2600,46000
663,,,,,,36000.0,2600,46000
664,,,,,,36000.0,2600,46000
665,Lyon (69),CDI,bac + 4,Lyon,,36000.0,2600,46000
666,Hauts-de-Seine,,,Paris,,36000.0,2600,46000
667,,,,,,65500.0,4600,85000
668,,,,,,36000.0,2600,46000
669,Lyon (69),,,Lyon,,36000.0,2600,46000
670,Lyon (69),"Temps plein, CDI",bac + 3,Lyon,,36000.0,2600,46000
671,Lyon (69),CDI,bac + 5,Lyon,,36000.0,2600,46000
672,Lyon (69),CDI,ingénieur,Lyon,,36000.0,2600,46000
673,Paris (75),,ingénieur,Paris,,65500.0,4600,85000
674,Levallois-Perret (92),CDI,bac + 5,Paris,,36000.0,2600,46000
675,Villeurbanne (69),CDI,,Lyon,,36000.0,2600,46000
676,,,,,,36000.0,2600,46000
677,Villeurbanne (69),,bac + 2,Lyon,,36000.0,2600,46000
678,69003 Lyon 3e,"Temps plein, CDD",,Lyon,,36000.0,2600,46000
679,69009 Lyon 9e,"Temps plein, CDI",bac + 3,Lyon,,36000.0,2600,46000
680,Lyon 2e (69),CDI,ingénieur,Lyon,,36000.0,2600,46000
681,Lyon 1er (69),CDI,,Lyon,,36000.0,2600,46000
682,Lyon (69),"Apprentissage, Contrat pro",ingénieur,Lyon,,36000.0,2600,46000
683,,,,,,36000.0,2600,46000
684,Lyon (69),CDI,bac + 5,Lyon,,65500.0,4600,85000
685,Lyon (69),CDI,ingénieur,Lyon,,36000.0,2600,46000
686,,,,,,36000.0,2600,46000
687,Paris 9e (75),,,Paris,,65500.0,4600,85000
688,Boulogne-Billancourt (92),"Temps plein, Freelance / Indépendant",,Paris,,142730.0,85460,200000
689,,,,,,13000.0,0,26000
690,Paris (75),CDI,bac + 5,Paris,,65500.0,4600,85000
691,,,,,,65500.0,4600,85000
692,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,142730.0,85460,200000
693,,,,,,65500.0,4600,85000
694,,,,,,142730.0,85460,200000
695,Paris (75),CDI,,Paris,,65500.0,4600,85000
696,Hauts-de-Seine,,,Paris,,36000.0,2600,46000
697,Villeurbanne (69),,bac + 3,Lyon,,36000.0,2600,46000
698,Lyon 5e (69),Stage,,Lyon,autodidacte,36000.0,2600,46000
699,Lyon (69),,bac + 2,Lyon,,36000.0,2600,46000
700,Lyon (69),CDI,ingénieur,Lyon,,36000.0,2600,46000
701,Lyon (69),"Temps plein, CDI",bac + 5,Lyon,,36000.0,2600,46000
702,44000 Nantes,CDI,bac + 5,Nantes,,36000.0,2600,46000
703,Nantes (44),,bac + 5,Nantes,,36000.0,2600,46000
704,,,,,,36000.0,2600,46000
705,Nantes (44),,bac + 4,Nantes,,36000.0,2600,46000
706,Nantes (44),CDI,ingénieur,Nantes,,36000.0,2600,46000
707,Nantes (44),,ingénieur,Nantes,,36000.0,2600,46000
708,Nantes (44),CDI,,Nantes,,65500.0,4600,85000
709,,,,,,36000.0,2600,46000
710,92320 Châtillon,Stage,ingénieur,Paris,,13000.0,0,26000
711,69000 Lyon,,,Lyon,,36000.0,2600,46000
712,Lyon (69),,ingénieur,Lyon,,36000.0,2600,46000
713,Rhône,Stage,ingénieur,Lyon,,13000.0,0,26000
714,Nantes (44),,bac + 2,Nantes,,36000.0,2600,46000
715,Nantes (44),,,Nantes,,36000.0,2600,46000
716,Saint-Herblain (44),CDI,bac + 5,Nantes,,36000.0,2600,46000
717,,,,,,36000.0,2600,46000
718,Bordeaux (33),"Temps plein, CDD, CDI",,Bordeaux,,36000.0,2600,46000
719,33000 Bordeaux,CDI,bac + 5,Bordeaux,,36000.0,2600,46000
720,Bordeaux (33),,ingénieur,Bordeaux,,36000.0,2600,46000
721,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
722,Bordeaux (33),,,Bordeaux,,36000.0,2600,46000
723,,,,,,65500.0,4600,85000
724,Bordeaux (33),,,Bordeaux,,36000.0,2600,46000
725,,,,,,36000.0,2600,46000
726,92700 Colombes,CDI,ingénieur,Paris,,36000.0,2600,46000
727,Toulouse (31),CDI,,Toulouse,,65500.0,4600,85000
728,Toulouse (31),CDI,ingénieur,Toulouse,,36000.0,2600,46000
729,Toulouse (31),CDI,,Toulouse,,65500.0,4600,85000
730,Toulouse (31),,,Toulouse,,65500.0,4600,85000
731,Paris (75),,,Paris,,65500.0,4600,85000
732,Toulouse (31),CDI,,Toulouse,,65500.0,4600,85000
733,Toulouse (31),Stage,ingénieur,Toulouse,,13000.0,0,26000
734,,,,,,65500.0,4600,85000
735,33000 Bordeaux,CDI,bac + 4,Bordeaux,,36000.0,2600,46000
736,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
737,Bordeaux (33),,,Bordeaux,,36000.0,2600,46000
738,,,,,,36000.0,2600,46000
739,Bordeaux (33),"Temps plein, Freelance / Indépendant",,Bordeaux,,142730.0,85460,200000
740,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
741,92700 Colombes,CDI,ingénieur,Paris,,36000.0,2600,46000
742,Lyon (69),CDI,,Lyon,,65500.0,4600,85000
743,Lyon (69),"Temps plein, CDI",,Lyon,,36000.0,2600,46000
744,,,,,,65500.0,4600,85000
745,Lyon (69),,,Lyon,,36000.0,2600,46000
746,Lyon (69),,bac + 5,Lyon,,65500.0,4600,85000
747,69000 Lyon,,bac + 4,Lyon,,36000.0,2600,46000
748,Lyon (69),CDI,,Lyon,,65500.0,4600,85000
749,Lyon (69),CDI,,Lyon,,65500.0,4600,85000
750,Lyon (69),CDI,ingénieur,Lyon,,36000.0,2600,46000
751,Paris (75),CDI,,Paris,,36000.0,2600,46000
752,Paris (75),,ingénieur,Paris,,36000.0,2600,46000
753,Paris (75),CDI,,Paris,,65500.0,4600,85000
754,Paris (75),CDI,ingénieur,Paris,,36000.0,2600,46000
755,Rhône,CDI,bac + 5,Lyon,,36000.0,2600,46000
756,,,,,,142730.0,85460,200000
757,Lyon (69),Stage,bac + 5,Lyon,,13000.0,0,26000
758,Lyon (69),Stage,bac + 5,Lyon,,13000.0,0,26000
759,Paris (75),CDI,ingénieur,Paris,,65500.0,4600,85000
760,Lyon (69),,,Lyon,,36000.0,2600,46000
761,Lyon 1er (69),CDI,,Lyon,,36000.0,2600,46000
762,,,,,,36000.0,2600,46000
763,Lyon (69),CDI,bac + 5,Lyon,,65500.0,4600,85000
764,Lyon (69),"Temps plein, Freelance / Indépendant",,Lyon,,142730.0,85460,200000
765,Paris 8e (75),CDI,ingénieur,Paris,,36000.0,2600,46000
766,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,36000.0,2600,46000
767,,,,,,36000.0,2600,46000
768,Arcueil (94),"Temps plein, CDI",,Paris,,36000.0,2600,46000
769,Lyon (69),CDI,ingénieur,Lyon,,36000.0,2600,46000
770,Lyon (69),,,Lyon,,36000.0,2600,46000
771,,,,,,36000.0,2600,46000
772,Rillieux-la-Pape (69),CDI,,Lyon,,36000.0,2600,46000
773,Lyon (69),,ingénieur,Lyon,,36000.0,2600,46000
774,Lyon (69),CDI,bac + 2,Lyon,,36000.0,2600,46000
775,75003 Paris 3e,,ingénieur,Paris,ingénieur informatique,36000.0,2600,46000
776,Bordeaux (33),"Temps plein, CDI",bac + 4,Bordeaux,,36000.0,2600,46000
777,Nouvelle-Aquitaine,Stage,,Bordeaux,,13000.0,0,26000
778,33000 Bordeaux,"Temps plein, CDI",ingénieur,Bordeaux,,36000.0,2600,46000
779,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
780,,,,,,142730.0,85460,200000
781,Bordeaux (33),CDI,bac + 3,Bordeaux,,36000.0,2600,46000
782,Bordeaux (33),"Stage, Freelance / Indépendant, Contrat pro",,Bordeaux,,13000.0,0,26000
783,,,,,,36000.0,2600,46000
784,,,,,,36000.0,2600,46000
785,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,36000.0,2600,46000
786,Paris (75),,,Paris,,65500.0,4600,85000
787,75008 Paris 8e,,,Paris,,36000.0,2600,46000
788,Paris (75),"Stage, Apprentissage, Contrat pro",bac + 3,Paris,,13000.0,0,26000
789,Lyon (69),,ingénieur,Lyon,,36000.0,2600,46000
790,Écully (69),,bac + 3,Lyon,,36000.0,2600,46000
791,92100 Boulogne-Billancourt,CDI,ingénieur,Paris,,65500.0,4600,85000
792,,,,,,36000.0,2600,46000
793,Bordeaux (33),CDI,bac + 3,Bordeaux,,36000.0,2600,46000
794,33000 Bordeaux,,,Bordeaux,,36000.0,2600,46000
795,Mérignac (33),"Temps plein, Freelance / Indépendant",ingénieur,Bordeaux,,36000.0,2600,46000
796,Mérignac (33),,ingénieur,Bordeaux,,65500.0,4600,85000
797,33000 Bordeaux,CDI,ingénieur,Bordeaux,,36000.0,2600,46000
798,Paris (75),,,Paris,,36000.0,2600,46000
799,Montreuil (93),"Temps plein, CDI",,Paris,,36000.0,2600,46000
800,Paris 9e (75),CDI,,Paris,,36000.0,2600,46000
801,,,,,,36000.0,2600,46000
802,,,,,,65500.0,4600,85000
803,Paris (75),Stage,,Paris,,13000.0,0,26000
804,Paris (75),CDI,bac + 5,Paris,,65500.0,4600,85000
805,Paris (75),CDI,,Paris,,65500.0,4600,85000
806,Paris (75),,,Paris,,65500.0,4600,85000
807,Boulogne-Billancourt (92),"Stage, Apprentissage, Contrat pro",ingénieur,Paris,,13000.0,0,26000
808,,,,,,65500.0,4600,85000
809,Fontenay-sous-Bois (94),CDI,bac + 4,Paris,,36000.0,2600,46000
810,La Défense (92),,bac + 4,Paris,,65500.0,4600,85000
811,Paris (75),,,Paris,,65500.0,4600,85000
812,,,,,,36000.0,2600,46000
813,Paris (75),CDI,,Paris,,65500.0,4600,85000
814,75018 Paris 18e,CDI,bac + 2,Paris,,36000.0,2600,46000
815,75014 Paris 14e,"Temps plein, Temps partiel, Stage",,Paris,,36000.0,2600,46000
816,,,,,,36000.0,2600,46000
817,,,,,,36000.0,2600,46000
818,Lyon (69),CDI,ingénieur,Lyon,,36000.0,2600,46000
819,,,,,,36000.0,2600,46000
820,Paris 12e (75),CDI,,Paris,,36000.0,2600,46000
821,Paris (75),"Temps plein, CDI",bac + 2,Paris,,36000.0,2600,46000
822,Paris (75),,ingénieur,Paris,,36000.0,2600,46000
823,,,,,,65500.0,4600,85000
824,Boulogne-Billancourt (92),,,Paris,,65500.0,4600,85000
825,,,,,,36000.0,2600,46000
826,Paris (75),Stage,,Paris,,13000.0,0,26000
827,Paris (75),,ingénieur,Paris,,65500.0,4600,85000
828,Paris (75),CDI,,Paris,,65500.0,4600,85000
829,Paris,,,Paris,,65500.0,4600,85000
830,31000 Toulouse,,ingénieur,Toulouse,,36000.0,2600,46000
831,,,,,,13000.0,0,26000
832,75010 Paris 10e,Stage,,Paris,,13000.0,0,26000
833,,,,,,36000.0,2600,46000
834,Paris (75),Stage,bac + 3,Paris,,13000.0,0,26000
835,Paris (75),CDI,bac + 2,Paris,,36000.0,2600,46000
836,,,,,,36000.0,2600,46000
837,Toulouse (31),,bac + 5,Toulouse,,36000.0,2600,46000
838,,,,,,142730.0,85460,200000
839,Paris (75),"Temps plein, Stage",ingénieur,Paris,,13000.0,0,26000
840,31000 Toulouse,,bac + 5,Toulouse,,36000.0,2600,46000
841,92700 Colombes,CDI,ingénieur,Paris,,65500.0,4600,85000
842,31200 Toulouse,,bac + 2,Toulouse,,36000.0,2600,46000
843,Île-de-France,Stage,bac + 3,Paris,,13000.0,0,26000
844,,,,,,36000.0,2600,46000
845,,,,,,65500.0,4600,85000
846,Tassin-la-Demi-Lune (69),,,Lyon,,36000.0,2600,46000
847,Lyon (69),CDI,bac + 5,Lyon,,36000.0,2600,46000
848,Blagnac (31),Stage,ingénieur,Toulouse,,13000.0,0,26000
849,Blagnac (31),CDI,ingénieur,Toulouse,,36000.0,2600,46000
850,,,,,,65500.0,4600,85000
851,,,,,,65500.0,4600,85000
852,69000 Lyon,Stage,bac + 2,Lyon,,13000.0,0,26000
853,,,,,,36000.0,2600,46000
854,31670 Labège,CDI,ingénieur,Toulouse,,36000.0,2600,46000
855,Toulouse (31),,bac + 2,Toulouse,,36000.0,2600,46000
856,,,,,,36000.0,2600,46000
857,,,,,,36000.0,2600,46000
858,31026 Toulouse,CDI,ingénieur,Toulouse,,65500.0,4600,85000
859,Toulouse (31),CDI,ingénieur,Toulouse,,36000.0,2600,46000
860,,,,,,36000.0,2600,46000
861,,,,,,36000.0,2600,46000
862,92100 Boulogne-Billancourt,CDI,ingénieur,Paris,,65500.0,4600,85000
863,,,,,,36000.0,2600,46000
864,,,,,,13000.0,0,26000
865,,,,,,36000.0,2600,46000
866,Vénissieux (69),CDI,,Lyon,,36000.0,2600,46000
867,Lyon (69),Stage,,Lyon,,13000.0,0,26000
868,Lyon (69),CDI,bac + 2,Lyon,,36000.0,2600,46000
869,Lyon (69),,,Lyon,,36000.0,2600,46000
870,,,,,,36000.0,2600,46000
871,Rhône,Stage,bac + 2,Lyon,,13000.0,0,26000
872,Paris (75),,ingénieur,Paris,,65500.0,4600,85000
873,33000 Bordeaux,,,Bordeaux,,36000.0,2600,46000
874,Mérignac (33),,,Bordeaux,,36000.0,2600,46000
875,Lyon (69),CDI,bac + 2,Lyon,,36000.0,2600,46000
876,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
877,Lyon (69),CDI,bac + 5,Lyon,,36000.0,2600,46000
878,Lyon (69),CDI,bac + 2,Lyon,,36000.0,2600,46000
